Page.Name,Page.Category,Page.Admin.Top.Country,Page.Description,Page.Created,Likes.at.Posting,Followers.at.Posting,Post.Created,Post.Created.Date,Post.Created.Time,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Total.Views,Video.Length,URL,Message
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1063110,1080914,2022-01-18 04:00:15 AEDT,2022-01-18,04:00:15,Photo,253,70,19,29,0,0,0,6,4,0,N/A,https://www.facebook.com/126297030950/posts/10158187589830951,"As the world honors the life and legacy of Dr. Martin Luther King Jr., #JNJ recognizes Dr. King’s legacy as an advocate for health equity. In 1966, he stood before the Second National Convention of the Medical Committee for Human Rights in Chicago declaring that “Of all the forms of inequality, injustice in health is the most shocking and inhuman.” His words serve as a reminder about the importance of creating a healthy world where everyone, everywhere has an opportunity to thrive—through the pandemic and beyond: social.jnj.com/3KaTody:=:https://www.jnj.com/our-race-to-health-equity"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1063195,1080971,2022-01-13 04:30:31 AEDT,2022-01-13,04:30:31,Native Video,54,57,10,8,0,0,0,4,5,3067,00:00:15,https://www.facebook.com/126297030950/posts/10158180179950951,"Michael Sneed, Executive Vice President, Johnson & Johnson, is traveling the country to hear firsthand from healthcare workers about the disparities in Black communities. Watch Starting the Conversation to learn more about health equity: https://social.jnj.com/3IfxR1F:=:https://www.jnj.com/our-race-to-health-equity/starting-the-conversation-video-series"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1063215,1080983,2022-01-12 02:05:38 AEDT,2022-01-12,02:05:38,Native Video,62,42,13,10,1,0,0,3,1,2281,00:00:30,https://www.facebook.com/126297030950/posts/10158178557205951,"Resolutions aren’t just for New Year’s Eve. As 2022 kicks off, career, fitness and behavior change experts share how you can transform your resolutions into action-oriented goals. Whether you want to get healthier or propel your career forward, these tips can help you get started now: social.jnj.com/33dcLlk:=:https://www.jnj.com/health-and-wellness/4-total-health-and-wellness-resolutions"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1061884,1080720,2022-01-04 04:02:17 AEDT,2022-01-04,04:02:17,Native Video,79,47,21,22,2,0,0,3,1,3911,00:02:00,https://www.facebook.com/126297030950/posts/10158167197055951,"As a proud partner of Henry Louis Gates, Jr. and a sponsor for his tremendous work, Johnson & Johnson is excited to share a first look at the new season of #FindingYourRoots. Season 8 is bursting with reveals, including family mysteries solved and long-hidden secrets uncovered for Pamela Adlon, #ReginaKing, #RebeccaHall, Brittany Packnett Cunningham and more! Mark your calendars for all-new episodes starting Tuesday, Jan 4 at 8/7c on PBS."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1063799,1081454,2021-12-24 03:00:18 AEDT,2021-12-24,03:00:18,Link,131,34,17,25,1,0,0,3,1,0,N/A,https://www.facebook.com/126297030950/posts/10158151079790951,"For health systems to work, we need nurses. That’s why Johnson & Johnson has proudly supported nurses for 125 years through advocacy, education, empowerment, and other resources. Nurses can learn more about these resources on our website."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1063797,1081442,2021-12-23 04:51:59 AEDT,2021-12-23,04:51:59,Native Video,58,27,17,12,1,0,0,3,0,528531,00:08:21,https://www.facebook.com/126297030950/posts/10158149852880951,"Learn more about the inspiring work of Tiana whose Facebook group Long Island Nurses transformed into a full-fledged nonprofit organization, helping more than 4,000 nurses through fundraising and community initiatives. Check out this special episode where we partner with The Drew Barrymore Show to honor nurses: https://social.jnj.com/3pkhBWr:=:https://www.youtube.com/watch?v=nxuJH1XIqwc"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1063802,1081442,2021-12-22 04:18:30 AEDT,2021-12-22,04:18:30,Photo,82,30,11,8,1,1,0,3,0,0,N/A,https://www.facebook.com/126297030950/posts/10158148317630951,"Tune in to the The Drew Barrymore Show tomorrow to see us partner with the show to celebrate the amazing impact of nurses in healthcare! We have proudly supported nurses for 125 years because lifting up nurses, lifts up us all: social.jnj.com/3GZwrYn:=:https://www.thedrewbarrymoreshow.com/watch-on-tv?utm_source=facebook_feed&utm_medium=organic&utm_campaign=drewbarrymoreshow_nursing&utm_content=frontlinepillar"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1063849,1081470,2021-12-18 11:40:00 AEDT,2021-12-18,11:40:00,Native Video,69,20,21,5,1,0,0,3,0,589111,00:01:21,https://www.facebook.com/126297030950/posts/10158142773055951,"Check out this Entertainment Tonight preview of our special episode on The Drew Barrymore Show where we teamed up with them to honor nurses -- airing next Wednesday, December 22nd. Check your local listings to tune in: bit.ly/31Zx7h7:=:https://www.thedrewbarrymoreshow.com/watch-on-tv"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1063926,1081519,2021-12-16 04:30:09 AEDT,2021-12-16,04:30:09,Link,72,20,9,3,1,0,0,3,1,0,N/A,https://www.facebook.com/126297030950/posts/10158139195120951,"By expanding access to our multidrug-resistant #tuberculosis medication, educating frontline workers and advancing R&D efforts, Johnson & Johnson is working to combat this preventable and treatable disease to help bring us closer to our goal to #EndTB. See how our values help create a healthier world."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064009,1081551,2021-12-10 04:00:19 AEDT,2021-12-10,04:00:19,Link,86,25,11,5,5,1,0,3,1,0,N/A,https://www.facebook.com/126297030950/posts/10158130381345951,"Respiratory syncytial virus (#RSV) can lead to serious complications in children and adults, with 177,000 adults aged 65+ in the U.S. hospitalized annually, according to National Foundation for Infectious Diseases. Read about some of the ways you can protect your family this season."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064060,1081579,2021-12-07 04:00:18 AEDT,2021-12-07,04:00:18,Link,161,25,26,27,1,0,0,1,1,0,N/A,https://www.facebook.com/126297030950/posts/10158124624480951,"In 2018, Johnson & Johnson launched the Lung Cancer Initiative by partnering with organizations aiming to advance early detection technology. By providing more effective screening options, the company’s goal is to diagnose the disease at an early stage, before it spreads through the body. Explore the progress that has been made toward a world without #LungCancer."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064218,1081690,2021-12-02 06:12:10 AEDT,2021-12-02,06:12:10,Link,60,17,8,1,1,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158116933635951,"One in every five new #HIV infections in sub-Saharan Africa occurs among adolescent girls and young women, despite this group representing just 10% of the population, according to UNAIDS. To help provide women with the power to reduce their HIV risk, International Partnership for Microbicides has developed a new, discreet vaginal ring using a Janssen-developed medicine. Learn more about the novel tool this #WorldAIDSDay, and see how our values help create a healthier world."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064218,1081690,2021-12-02 02:00:39 AEDT,2021-12-02,02:00:39,Native Video,63,12,14,6,2,0,0,0,1,1843,00:00:35,https://www.facebook.com/126297030950/posts/10158115975390951,"Johnson & Johnson is working to leverage our decades of research and experience to help #makeHIVhistory for the nearly 38 million people living with HIV/AIDS globally. This #WorldAIDSDay, discover how J&J has—and continues to—work to eliminate the disease, and see how our values help create a healthier world: social.jnj.com/31fZWFE:=:https://www.jnj.com/innovation/timeline-of-advances-hiv-aids-innovations-through-the-years"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064236,1081704,2021-12-01 05:00:42 AEDT,2021-12-01,05:00:42,Native Video,106,19,19,27,1,0,0,0,2,4507,00:00:15,https://www.facebook.com/126297030950/posts/10158113868795951,"Johnson & Johnson is working to combine innovative technology—such as a medical drone program that can reach over 3,700 people in a single day—with our experience to help the people around the world living with #HIV. See how our values help create a healthier world: social.jnj.com/3d3IR4E:=:https://www.jnj.com/innovation/medical-drones-deliver-hiv-medicine?utm_source=facebook_feed&utm_medium=organic&utm_campaign=droneswordlaidsday_resurface&utm_content=livingourvaluespillar_equitablefuturepillar_innovatingpillar"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064289,1081706,2021-11-25 04:00:17 AEDT,2021-11-25,04:00:17,Link,49,17,8,3,2,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158102639145951,"Johnson & Johnson is aiming to help patients advocate for their skincare needs by addressing health inequities. This #HealthySkinMonth, hear from the experts on how to advocate for yourself at the dermatologist."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064249,1081632,2021-11-21 02:55:32 AEDT,2021-11-21,02:55:32,Native Video,88,13,19,10,1,0,0,0,2,3427,00:00:35,https://www.facebook.com/126297030950/posts/10158096375705951,"Since 2006, Johnson & Johnson has donated more than 1.7 billion doses of a worm-fighting medication to help children combat the effects of intestinal worms and get back to playing and learning. See how our values help create a healthier world. social.jnj.com/3oImG9m:=:https://www.jnj.com/latest-news/how-johnson-johnson-is-helping-treat-intestinal-worms-in-kids-worldwide?utm_source=facebook_feed&utm_medium=organic&utm_campaign=worldchildrensday_resurface&utm_content=valuespillar"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064195,1081544,2021-11-16 05:20:53 AEDT,2021-11-16,05:20:53,Native Video,72,13,13,8,1,0,0,0,0,3115,00:00:15,https://www.facebook.com/126297030950/posts/10158088325040951,"Helping a patient see their kids graduate. Developing new therapies so doctors can provide cutting-edge, personalized care. It’s these moments that drive Jeff Infante, M.D., Global Head, Early Clinical Development and Translational Research, The Janssen Pharmaceutical Companies of Johnson & Johnson, to develop transformational treatments with a goal of eliminating cancer. Watch to see why Jeff is dedicated to helping J&J build a #WorldofWell for everyone, everywhere: social.jnj.com/3HrzYiW:=:https://www.jnj.com/world-of-well/greatest-health-challenges?utm_source=facebook_feed&utm_medium=organic&utm_campaign=jeff15secwhovideo_wow&utm_content=innovatingpillar#cancer-treatments"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064175,1081495,2021-11-12 01:00:18 AEDT,2021-11-12,01:00:18,Link,137,15,14,18,1,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158081171280951,"From receiving a full salary and benefits during active duty to additional paid time off, Johnson & Johnson is proud to support its employees who are enlisted in the military. This #VeteransDay, learn how the company continues to serve our nation's heroes."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064183,1081489,2021-11-11 06:40:30 AEDT,2021-11-11,06:40:30,Native Video,32,8,5,2,0,0,0,0,1,164110,00:08:36,https://www.facebook.com/126297030950/posts/10158079902750951,"Daymond John and healthcare leaders share how our Health Equity Innovation Challenge is aiming to empower local entrepreneurs, innovators and community-based organizations to transform their health equity solutions into reality. Have an idea? Apply before November 12. https://bit.ly/3c27YnE"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064195,1081504,2021-11-10 06:00:42 AEDT,2021-11-10,06:00:42,Native Video,71,10,15,7,1,0,0,0,1,3482,00:00:15,https://www.facebook.com/126297030950/posts/10158078241325951,"A knee injury at age 21 helped Desi Ivanova, Project Manager, Robotics and Digital Solutions, Johnson & Johnson, understand what patients go through. Today, Desi is channeling her experience into her job, where she designs and develops robotic surgery solutions and digital technology to help make procedures smarter, less invasive and more personalized. Watch to see why Desi is dedicated to helping J&J build a World of Well so patients can experience better outcomes. social.jnj.com/3wwJEnn:=:http://social.jnj.com/3wwJEnn"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064195,1081504,2021-11-10 01:30:57 AEDT,2021-11-10,01:30:57,Native Video,50,14,9,7,1,2,0,0,0,2570,00:00:24,https://www.facebook.com/126297030950/posts/10158077772635951,"Nearly one in ten LGBTQIA+ people are unemployed and are more likely to live in poverty than straight and cisgender people, meaning they cannot always afford the healthcare that they need or afford to engage in preventative health care measures, according to the Human Rights Campaign. Don’t miss your opportunity to join the Health Equity Innovation Challenge to help address health inequities like this. Applications close on November 12: social.jnj.com/3n0NIt7:=:https://www.jnj.com/health-equity-innovation-challenge"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064233,1081493,2021-11-05 00:30:10 AEDT,2021-11-05,00:30:10,Link,112,17,12,19,1,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158068792120951,"With 20 million adults living with schizophrenia, experts at the Janssen Pharmaceutical Companies of Johnson & Johnson are dedicated to finding affordable treatment options for those with the disease. Read as Patrick reflects on his journey navigating his diagnosis and how it has not deterred him from reaching his goals."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064275,1081521,2021-11-04 03:00:17 AEDT,2021-11-04,03:00:17,Link,56,11,4,1,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158067073025951,"Black and Hispanic New Yorkers are less likely to have health insurance and adequate access to care, and more likely to experience food insecurity, complications with childbirth, chronic health conditions like diabetes and asthma and premature death, according to the New York State Health Foundation. Have an idea to address health inequities in New York City? Apply to the Health Equity Innovation Challenge to make an impact in your community before November 12."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064275,1081521,2021-11-04 00:00:16 AEDT,2021-11-04,00:00:16,Link,181,12,43,21,1,1,0,1,1,0,N/A,https://www.facebook.com/126297030950/posts/10158066786820951,"Harnessing the immune system to target cancer. It's the goal of a cutting-edge area of research called #celltherapy, which Johnson & Johnson has spent the past three decades researching in an effort to deliver potential new treatment options to people around the world. See how these innovations can help everyone thrive in a #WorldofWell."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064255,1081483,2021-11-02 03:00:41 AEDT,2021-11-02,03:00:41,Native Video,95,14,18,16,2,0,0,0,2,4762,00:00:15,https://www.facebook.com/126297030950/posts/10158063298965951,"By 2050, half the world's population will be nearsighted, just like Jaclyn Hernandez, Senior Principal Engineer, Johnson & Johnson Vision Care, and her daughters. Her personal connection to the disease has ignited her passion to fight it, by developing products with a goal to intercept and slow the progression of myopia so patients can see better. Watch to see why Jaclyn is dedicated to helping J&J build a #WorldofWell for everyone, everywhere: https://social.jnj.com/3q0Dk6C"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064325,1081515,2021-10-30 02:00:18 AEDT,2021-10-30,02:00:18,Link,73,10,10,4,1,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158058141485951,"Up to 80% of strokes can be prevented, according to the CDC. Even small lifestyle changes, such as exercising and not smoking, can help reduce your chances of suffering from a stroke. This #WorldStrokeDay, hear from top experts in the field on what you need to know to help safeguard your health."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064319,1081509,2021-10-29 03:00:40 AEDT,2021-10-29,03:00:40,Native Video,54,5,10,5,0,0,0,0,0,1741,00:00:06,https://www.facebook.com/126297030950/posts/10158055951295951,"Halloween is here! If you plan on celebrating, the CDC recommends sticking to outdoor activities like carving pumpkins with socially distanced friends."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064319,1081509,2021-10-29 00:00:14 AEDT,2021-10-29,00:00:14,Link,97,10,11,14,1,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158055608305951,"From engaging with suppliers to actively recruiting job candidates, Johnson & Johnson is committed to tapping into the strengths of people living with diverse abilities. By striving to eliminate barriers, the company aims to foster innovation and support employees with different skills and backgrounds. For National Disability Employment Awareness Month, explore the steps J&J is taking to help create a safe space for everyone."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064352,1081534,2021-10-28 03:00:31 AEDT,2021-10-28,03:00:31,Native Video,43,6,14,5,2,0,0,0,0,1844,00:00:14,https://www.facebook.com/126297030950/posts/10158053446925951,"Social injustices have long plagued the health of communities of color across the United States. According to the U.S. Department of Health and Human Services, Black and Hispanic Americans have higher rates and mortality for chronic conditions like diabetes, hepatitis and HIV/AIDS. Community-based innovators—share your potential solutions to help advance health equity: https://social.jnj.com/3vPh0gU:=:https://www.jnj.com/health-equity-innovation-challenge"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064352,1081534,2021-10-28 01:30:11 AEDT,2021-10-28,01:30:11,Link,131,9,16,3,1,0,0,0,1,0,N/A,https://www.facebook.com/126297030950/posts/10158053291770951,"Up to 20% of lung cancer patients have never touched a cigarette, according to the American Cancer Society. Since early detection is key, experts at Johnson & Johnson are researching how to identify cancerous cells before they spread through the body. Explore the promising lung cancer treatments and detection technology."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064355,1081459,2021-10-22 03:30:42 AEDT,2021-10-22,03:30:42,Native Video,51,8,7,5,0,0,0,0,1,1725,00:00:41,https://www.facebook.com/126297030950/posts/10158042536635951,"The pandemic has illuminated the deeply rooted health inequities that communities of color have faced. That’s why the Health Equity Innovation Challenge is aiming to accelerate inclusive healthcare solutions for the community, by the community. Share your ideas here: https://social.jnj.com/2XCa0aG"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064355,1081459,2021-10-22 02:00:41 AEDT,2021-10-22,02:00:41,Native Video,57,11,10,3,1,0,0,0,0,2987,00:00:09,https://www.facebook.com/126297030950/posts/10158042417060951,"X-Linked Retinitis Pigmentosa (XLRP), a rare genetic disease that can eventually lead to blindness, affects one in 40,000 people worldwide. To help fight this devastating disease, the Janssen Pharmaceutical Companies of Johnson & Johnson in collaboration with MeiraGTx, are working on an investigational gene therapy with the potential to improve vision for those with XLRP. Learn more about this revolutionary work and how J&J is leveraging it to help you build a #WorldofWell: https://social.jnj.com/3B2lbHh"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064383,1081480,2021-10-21 01:30:11 AEDT,2021-10-21,01:30:11,Link,85,8,17,6,1,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158040873170951,"While ""BRCA mutations"" are often associated with breast or ovarian cancer, these gene variants also play a very serious role in diseases such as prostate cancer. Meet a researcher from The Janssen Pharmaceutical Companies of Johnson & Johnson who is working on targeted therapies that involve blocking cancer cells from repairing their own damaged DNA—and learn why for her, helping build your #WorldofWell is personal."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064427,1081504,2021-10-20 04:00:17 AEDT,2021-10-20,04:00:17,Link,331,28,30,56,3,6,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158039677825951,"Johnson & Johnson is proud to be recognized on the Fortune 2021 Change the World List, recognized for our work to help battle the #COVID19 pandemic worldwide. Read more on how J&J is helping create global impact through social responsibility and innovation."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064429,1081507,2021-10-19 00:30:41 AEDT,2021-10-19,00:30:41,Native Video,322,1343,83,55,1,2,0,52,1,15880,00:00:30,https://www.facebook.com/126297030950/posts/10158038144200951,"As the world’s largest healthcare company, Johnson & Johnson is committed to building a future where everyone can thrive in their own #WorldofWell. How are we working to achieve this goal? Watch to learn about our commitment to solving some of the toughest health challenges around the globe: https://social.jnj.com/3vtxfAg:=:https://www.jnj.com/world-of-well"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064470,1081533,2021-10-16 03:01:06 AEDT,2021-10-16,03:01:06,Native Video,48,22,8,4,1,0,2,0,1,2836,00:00:15,https://www.facebook.com/126297030950/posts/10158034025335951,"In Los Angeles, the #COVID19 mortality rate for Hispanic individuals is nearly triple that of white residents, according to the Los Angeles County Department of Public Health. These social injustices have long plagued the health of communities of color across the United States. We’re calling on start-ups, entrepreneurs, innovators and local community-based organizations to help address these long-standing health inequities. Have an idea? Apply today: https://social.jnj.com/3BKyYDq:=:https://www.jnj.com/health-equity-innovation-challenge?utm_source=facebook_feed&utm_medium=organic&utm_campaign=lasocialfactcard_heic&utm_content=equitablefuturepillar"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064465,1081521,2021-10-15 03:18:53 AEDT,2021-10-15,03:18:53,Native Video,48,8,8,12,2,0,0,1,0,1953,00:01:02,https://www.facebook.com/126297030950/posts/10158032468420951,"For his research on how the sensations of heat or cold are detected by the body, 2013 Dr. Paul Janssen Award for Biomedical Research recipient David Julius, Ph.D., was awarded the Nobel Prize in Physiology or Medicine, along with Ardem Patapoutian, Ph.D., for his parallel work on how pressure and touch are perceived by nerve endings. Take a look back at the journey that led Dr. Julius to this prestigious moment: https://social.jnj.com/3aE1FGo:=:https://www.jnj.com/latest-news/johnson-johnson-award-winner-david-julius-ph-d-receives-a-2021-nobel-prize?utm_source=facebook_feed&utm_medium=organic&utm_campaign=nobelprizewinner_new&utm_content=innovatingpillar"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064492,1081534,2021-10-14 04:00:19 AEDT,2021-10-14,04:00:19,Link,78,7,7,11,0,1,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158031173155951,"To help support the influx of Spanish speakers in America in the early 20th century, Johnson & Johnson was promoting its products in Spanish. This #HispanicHeritageMonth, read as Margaret Gurowitz, Chief Historian, J&J, shares the company’s history of advertising in foreign languages."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064492,1081534,2021-10-14 02:30:19 AEDT,2021-10-14,02:30:19,Native Video,47,12,7,5,2,0,1,0,0,2488,00:00:15,https://www.facebook.com/126297030950/posts/10158031073280951,"Black and Hispanic patients are two times more likely to die from COVID-19 in comparison to a white patient, according to the CDC. Johnson & Johnson is calling on innovators in New York, Chicago, Detroit, Philadelphia, Los Angeles and New Orleans to apply to help advance health equity. Discover how you can join the Health Equity Innovation Challenge: https://social.jnj.com/3v4YT6l:=:https://www.jnj.com/health-equity-innovation-challenge?utm_source=facebook_feed&utm_medium=organic&utm_campaign=socialfactcard_heic&utm_content=equitablefuturepillar"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064492,1081534,2021-10-14 00:21:51 AEDT,2021-10-14,00:21:51,Photo,24,7,3,3,1,1,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158030943545951,"On Thursday, October 14, at 7 PM ET, @TheSharkDaymond sits down with Seema Kumar, Global Head, Office of Innovation, Global Health & Scientific Engagement, Johnson & Johnson, Dr. Uché Blackstock, founder and CEO of Advancing Health Equity and Del Smith, CEO, Acclinate, to discuss health equity and diversity in science. RSVP for #BlackEntrepreneursDay now: https://social.jnj.com/3DH0anj:=:https://www.facebook.com/events/557641305506355/?utm_source=facebook_feed&utm_medium=organic&utm_campaign=bedpromotion_opco&utm_content=equitablefuturepillar"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064512,1081516,2021-10-11 01:00:45 AEDT,2021-10-11,01:00:45,Native Video,65,7,13,6,1,0,0,0,9,2176,00:00:25,https://www.facebook.com/126297030950/posts/10158026703640951,"From increasing mental healthcare access to researching treatments, Johnson & Johnson is helping change the way mental health conditions are addressed. This #WorldMentalHealthDay, discover how the company is embracing innovation to improve the lives of those with mental illness: https://social.jnj.com/3iLjKqt"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064550,1081550,2021-10-10 01:30:09 AEDT,2021-10-10,01:30:09,Link,176,7,14,27,1,0,1,0,3,0,N/A,https://www.facebook.com/126297030950/posts/10158025303815951,"To assist essential workers battling the #COVID19 pandemic, #FirstRespondersFirst equips frontline workers with a variety of tools to support their mental health. Click here to learn about what resources are available."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064548,1081546,2021-10-09 03:00:20 AEDT,2021-10-09,03:00:20,Link,51,10,4,6,1,2,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10158024052575951,"Meet the four Johnson & Johnson Global Mental Health Scholars from London School of Hygiene & Tropical Medicine who are bringing mental health support to underserved communities around the world. By establishing community-based support, they are connecting patients with the resources and services they need. Read more about their initiatives."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064548,1081546,2021-10-09 01:33:47 AEDT,2021-10-09,01:33:47,Link,54,11,11,8,1,1,0,0,8,0,N/A,https://www.facebook.com/126297030950/posts/10158023922820951,"“Understanding that I have Treatment-Resistant Depression (TRD) has actually been very positive. It’s made me think of my depression as a chronic illness—something I have to try and actively manage. I’ve stopped expecting to find one perfect medical solution or life experience that’s going to heal me.”–Imade Nibokun Borha, author of “Depressed While Black”. Read about Borha's experience living with mental health challenges and her commitment to advocating for herself as well as others."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064563,1081558,2021-10-08 03:01:34 AEDT,2021-10-08,03:01:34,Native Video,84,8,23,21,1,1,0,0,1,3006,00:01:30,https://www.facebook.com/126297030950/posts/10158022559930951,"Pharmacists are patient care advocates and patient advisors, helping us make better healthcare decisions. Johnson & Johnson is proud to join the APhA - American Pharmacists Association in thanking pharmacists for their leadership and dedication. We will continue to support you all on the frontlines. This American #PharmacistsMonth, join us as we celebrate the contributions of pharmacists by sharing your stories about the valuable services pharmacists provide using #YouStandByUsAll. #APhM2021"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,1064563,1081558,2021-10-08 01:00:39 AEDT,2021-10-08,01:00:39,Native Video,51,5,12,8,0,1,0,0,0,1572,00:00:20,https://www.facebook.com/126297030950/posts/10158022428535951,Join Johnson & Johnson alongside PeaceLove and One Mind as we aim to end the stigma surrounding nervous system disorders through art. Submit your own artwork to be featured in our Champions of Science: #ArtOfEndingStigma gallery: https://social.jnj.com/3aeZc4Q:=:https://www.artofendingstigma.com/?utm_source=facebook_feed&utm_medium=organic&utm_campaign=artofendingstigma_opco&utm_content=livingourvaluespillar
